City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
455,Champerico,14.3,-91.9167,84.06,73,91,7.96,GT,overcast clouds
456,Nioro,13.35,-15.75,84.99,68,100,10.69,GM,overcast clouds
457,Mbandaka,0.0487,18.2603,74.25,78,39,2.8,CD,scattered clouds
458,Hofn,64.2539,-15.2082,48.09,88,63,6.04,IS,broken clouds
459,Santiago Del Estero,-27.7951,-64.2615,77.5,26,0,8.79,AR,clear sky
460,Grong,64.4654,12.3149,51.08,94,100,16.13,NO,overcast clouds
461,Ambon,-3.6954,128.1814,78.24,15,75,10.36,ID,light rain
462,Aykhal,66.0,111.5,51.73,75,100,5.41,RU,overcast clouds
463,Tiarei,-17.5333,-149.3333,80.62,69,38,23.85,PF,scattered clouds
464,Vangaindrano,-23.35,47.6,63.43,91,39,4.54,MG,scattered clouds
465,Sadon,42.8518,44.0037,59.09,94,51,1.86,RU,broken clouds
466,Victoria Point,-27.5833,153.3,50.92,88,1,1.01,AU,clear sky
467,Xining,36.6167,101.7667,63.12,87,100,3.04,CN,overcast clouds
468,Brawley,32.9787,-115.5303,104.61,27,0,6.91,US,clear sky
469,Moussoro,13.6408,16.4901,86.43,45,98,8.23,TD,overcast clouds
470,La Ronge,55.1001,-105.2842,74.48,30,11,12.59,CA,few clouds
471,Saint-Francois,46.4154,3.9054,80.04,50,0,2.3,FR,clear sky
472,Tokat,40.4167,36.5833,49.59,94,85,5.93,TR,overcast clouds
473,Yaan,7.3833,8.5667,73.62,91,21,4.92,NG,light rain
474,Karratha,-20.7377,116.8463,62.26,57,52,9.22,AU,light rain
475,Berlevag,70.8578,29.0864,58.8,100,75,14.97,NO,light rain
476,Rock Sound,24.9,-76.2,82.85,70,17,16.35,BS,few clouds
477,Koslan,63.4564,48.8989,62.96,94,93,4.36,RU,light rain
478,Kanbe,16.7053,96.0017,78.85,95,100,3.71,MM,overcast clouds
479,Zamora,-4.0692,-78.9567,77.47,78,45,3.38,EC,light rain
480,Ambulu,-8.345,113.6058,74.7,89,79,4.72,ID,broken clouds
481,Pamekasan,-7.1568,113.4746,77.79,85,35,9.71,ID,scattered clouds
482,Shu,43.5983,73.7614,74.95,21,0,11.77,KZ,clear sky
483,Kaduqli,11.0167,29.7167,73.2,90,100,2.66,SD,moderate rain
484,Fort Nelson,58.8053,-122.7002,73.36,31,59,3.74,CA,broken clouds
485,Svetlogorsk,52.6333,29.7333,56.01,87,0,6.67,BY,clear sky
486,Aksu,41.1231,80.2644,75.42,34,97,4.34,CN,overcast clouds
487,Jumla,29.2747,82.1838,62.53,91,100,1.88,NP,overcast clouds
488,Agirish,61.9247,63.0231,68.02,70,2,5.53,RU,clear sky
489,Dangriga,16.9692,-88.2321,81.82,83,100,15.03,BZ,overcast clouds
490,Orlik,52.5178,99.825,48.13,95,100,2.42,RU,overcast clouds
491,Kandrian,-6.2167,149.55,78.75,86,99,15.46,PG,moderate rain
492,Itupiranga,-5.1347,-49.3267,89.92,47,56,1.01,BR,broken clouds
493,Ballina,-28.8667,153.5667,47.79,85,93,11.43,AU,overcast clouds
494,Ugoofaaru,5.6667,73.0,82.83,78,83,16.53,MV,broken clouds
495,Raudeberg,61.9875,5.1352,52.47,70,12,2.68,NO,few clouds
496,Muroran,42.3172,140.9881,64.72,95,100,23.85,JP,overcast clouds
497,Ajdabiya,30.7554,20.2263,78.4,56,0,17.83,LY,clear sky
498,Port Moresby,-9.4431,147.1797,73.72,80,100,15.37,PG,overcast clouds
499,Nantucket,41.2835,-70.0995,80.74,83,100,9.22,US,mist
500,Sistranda,63.7256,8.834,51.76,73,64,24.54,NO,broken clouds
501,Corsicana,32.0954,-96.4689,98.94,34,97,5.97,US,overcast clouds
502,Tommot,58.9564,126.2925,63.12,92,100,1.48,RU,overcast clouds
503,Severo-Yeniseyskiy,60.3725,93.0408,46.08,74,97,2.19,RU,overcast clouds
504,Honiara,-9.4333,159.95,75.22,74,99,4.25,SB,overcast clouds
505,Coquimbo,-29.9533,-71.3436,53.33,100,100,13.8,CL,moderate rain
506,Oro Valley,32.3909,-110.9665,106.23,25,100,4.0,US,overcast clouds
507,Kismayo,-0.3582,42.5454,75.92,87,57,18.14,SO,light rain
508,Ous,60.9058,61.5186,70.02,69,64,2.48,RU,broken clouds
509,Otjimbingwe,-22.35,16.1333,66.34,22,0,5.23,NA,clear sky
510,Nizwa,22.9333,57.5333,89.24,48,97,5.7,OM,overcast clouds
511,Husavik,66.0449,-17.3389,49.19,78,29,4.74,IS,scattered clouds
512,Magdagachi,53.45,125.8,64.35,79,100,3.83,RU,overcast clouds
513,Las Cruces,32.3123,-106.7783,99.37,26,0,10.36,US,clear sky
514,Szczecinek,53.7079,16.6994,53.96,80,58,4.45,PL,broken clouds
515,Barabai,-2.5833,115.3833,73.24,93,100,1.12,ID,overcast clouds
516,Yulara,-25.2406,130.9889,42.6,47,0,8.14,AU,clear sky
517,Paracatu,-17.2222,-46.8747,80.02,30,50,7.16,BR,scattered clouds
518,Mae Hong Son,19.3003,97.9685,73.99,99,90,1.12,TH,overcast clouds
519,Bilibino,68.0546,166.4372,50.56,57,6,2.98,RU,clear sky
520,Paso De Los Toros,-32.8167,-56.5167,59.95,95,100,10.69,UY,overcast clouds
521,Bambanglipuro,-7.95,110.2833,75.51,91,55,6.29,ID,broken clouds
522,Keita,14.7551,5.7749,93.54,36,53,11.16,NE,broken clouds
523,Umm Lajj,25.0213,37.2685,86.67,59,75,7.61,SA,broken clouds
524,Palana,59.1167,159.9667,52.77,87,47,1.59,RU,scattered clouds
525,Limenaria,40.6261,24.5786,80.94,59,0,12.82,GR,clear sky
526,La Motte-Servolex,45.5942,5.8758,83.8,55,0,3.44,FR,clear sky
527,Taitung,22.7583,121.1444,81.54,82,100,4.38,TW,overcast clouds
528,Khorramabad,33.4878,48.3558,81.54,13,0,6.76,IR,clear sky
529,Pacific Grove,36.6177,-121.9166,81.21,83,40,11.5,US,scattered clouds
530,Marienburg,54.0359,19.0266,63.12,67,100,6.55,PL,overcast clouds
531,Rotava,50.2963,12.5734,63.34,78,67,8.68,CZ,broken clouds
532,Hermon,44.8101,-68.9134,78.48,80,75,5.75,US,broken clouds
533,Buritizeiro,-17.3511,-44.9622,82.47,22,49,4.14,BR,scattered clouds
534,Llata,-9.4167,-76.7833,64.31,60,33,8.19,PE,scattered clouds
535,Serebryansk,49.6925,83.2892,51.22,59,83,0.63,KZ,broken clouds
536,Rancharia,-22.2292,-50.8931,82.04,29,48,8.97,BR,scattered clouds
537,Saravan,39.7196,45.6483,61.97,64,0,9.71,AM,clear sky
538,Magadan,59.5667,150.8,65.08,78,100,6.49,RU,overcast clouds
539,San Carlos De Bariloche,-41.1456,-71.3082,36.25,69,75,11.5,AR,broken clouds
540,Ekibastuz,51.6667,75.3667,74.75,41,16,7.34,KZ,few clouds
541,Palmer,42.1584,-72.3287,85.06,51,40,9.22,US,scattered clouds
542,Igunga,-4.2833,33.8833,74.98,43,100,12.62,TZ,overcast clouds
543,Iracoubo,5.4802,-53.2011,79.11,88,70,8.21,GF,broken clouds
544,Solnechnyy,50.7214,136.6319,64.22,98,76,4.12,RU,broken clouds
545,Kapit,2.0167,112.9333,73.71,92,100,0.69,MY,overcast clouds
546,Grafton,42.207,-71.6856,86.25,53,0,8.05,US,clear sky
547,Mehrabpur,28.1085,68.0254,85.93,64,100,6.04,PK,overcast clouds
548,Oksfjord,70.2396,22.3479,57.27,99,100,6.98,NO,light rain
549,Ust-Ilimsk,58.0006,102.6619,51.66,93,77,2.17,RU,broken clouds
550,Port Augusta,-32.5,137.7667,42.21,76,0,5.19,AU,clear sky
551,Betare Oya,5.6,14.0833,67.48,96,56,1.79,CM,light rain
552,Tabuny,52.7773,78.7896,64.47,66,95,5.99,RU,overcast clouds
553,Sydney,-33.8679,151.2073,46.71,80,0,8.05,AU,clear sky
554,Grand Forks,47.9417,-97.4337,73.13,83,75,6.91,US,broken clouds
555,Minab,27.1467,57.0801,98.13,39,52,0.89,IR,broken clouds
556,Gouyave,12.1646,-61.7296,84.97,70,40,11.5,GD,scattered clouds
557,Odweyne,9.4092,45.064,77.58,48,92,19.53,SO,overcast clouds
558,Tyup,42.7276,78.3648,54.07,46,40,5.17,KG,scattered clouds
559,Aswan,24.0934,32.907,87.87,19,13,13.42,EG,few clouds
560,Vostok,46.4856,135.8833,59.4,91,100,5.55,RU,overcast clouds
561,Rayevskiy,54.0658,54.9468,73.18,61,100,8.93,RU,overcast clouds
562,Nouadhibou,20.931,-17.0347,67.86,90,37,22.26,MR,scattered clouds
563,Sindor,62.8629,51.8905,63.23,95,100,3.02,RU,overcast clouds
564,Eydhafushi,5.1033,73.0708,82.67,77,12,16.4,MV,few clouds
565,Caravelas,-17.7125,-39.2481,73.29,78,6,6.26,BR,clear sky
566,Antibes,43.5624,7.1278,80.98,67,0,8.05,FR,clear sky
567,Basco,20.4487,121.9702,85.14,75,100,17.05,PH,overcast clouds
568,Ritchie,-29.038,24.6028,53.01,29,0,7.58,ZA,clear sky
569,Gorontalo,0.5412,123.0595,75.24,96,100,2.8,ID,heavy intensity rain
570,Rypefjord,70.6333,23.6667,52.27,100,75,2.3,NO,fog
571,Muhos,64.808,25.9931,62.38,95,74,5.3,FI,broken clouds
572,Belyy Yar,53.6039,91.3903,51.85,78,0,0.0,RU,clear sky
573,Arrifes,37.7667,-25.7,68.25,88,75,11.5,PT,broken clouds
574,Vanavara,60.34,102.2797,48.07,94,54,1.66,RU,broken clouds
575,Zaozerne,45.1582,33.2787,71.4,66,0,6.67,UA,clear sky
576,Kharitonovo,61.4009,47.4978,62.42,93,98,4.21,RU,overcast clouds
577,San Policarpo,12.1791,125.5072,79.0,88,99,3.69,PH,overcast clouds
578,Aubenas,44.6201,4.3899,76.89,48,8,2.59,FR,clear sky
579,Presidente Olegario,-18.4178,-46.4181,76.01,31,25,6.71,BR,scattered clouds
580,Baturinskaya,45.7927,39.3707,65.46,68,0,7.0,RU,clear sky
581,Sayan,-11.1361,-77.1933,75.74,37,14,7.63,PE,few clouds
582,Camacupa,-12.0167,17.4833,58.66,37,1,2.48,AO,clear sky
583,Ishim,56.1128,69.4902,64.78,93,18,6.76,RU,few clouds
584,Papenburg,53.0667,7.4,61.03,85,3,1.01,DE,clear sky
585,Kitimat,54.0524,-128.6534,61.18,96,100,2.17,CA,light rain
586,Coos Bay,43.3665,-124.2179,75.31,77,0,16.11,US,clear sky
587,Eyl,7.9803,49.8164,79.77,74,92,26.26,SO,overcast clouds
588,Nadym,65.5333,72.5167,59.07,59,75,8.21,RU,broken clouds
589,Samarai,-10.6167,150.6667,76.14,72,100,19.82,PG,overcast clouds
590,Yuzhnyy,53.2542,83.6936,62.98,42,0,4.47,RU,clear sky
591,Sola,-13.8833,167.55,79.65,71,34,2.15,VU,scattered clouds
592,Bulgan,48.8125,103.5347,54.0,91,99,2.98,MN,overcast clouds
593,Sorland,67.667,12.6934,51.66,87,100,16.33,NO,light rain
594,Livingston,55.9029,-3.5226,60.21,64,20,10.36,GB,few clouds
595,Nishihara,26.1842,127.7558,82.06,94,0,9.22,JP,clear sky
596,Durban,-29.8579,31.0292,64.02,74,15,1.99,ZA,few clouds
597,Havre-Saint-Pierre,50.2334,-63.5986,61.81,69,100,13.0,CA,overcast clouds
598,De Haan,51.272,3.0429,65.23,71,0,9.22,BE,clear sky
599,Araouane,18.9048,-3.5265,102.29,18,65,9.62,ML,broken clouds
600,Ninghai,29.2892,121.4247,79.61,85,100,2.86,CN,overcast clouds
601,Roebourne,-20.7833,117.1333,62.49,53,55,9.04,AU,broken clouds
602,Qaqortoq,60.7167,-46.0333,51.3,67,100,4.14,GL,overcast clouds
603,Astoria,46.1879,-123.8313,71.47,67,0,12.66,US,clear sky
604,Doha,25.2867,51.5333,93.18,70,19,4.61,QA,few clouds
605,Brooks,50.5834,-111.8851,80.04,45,26,10.4,CA,scattered clouds
606,Kaniama,-7.5667,24.1833,74.95,39,27,4.12,CD,scattered clouds
607,Edd,13.9297,41.6925,91.17,62,99,1.03,ER,overcast clouds
608,Tiznit,29.5833,-9.5,81.03,48,29,3.09,MA,scattered clouds
609,Asyut,27.181,31.1837,86.4,21,1,17.81,EG,clear sky
610,Vuktyl,63.8567,57.3094,66.52,92,100,1.39,RU,overcast clouds
611,Petropavlovsk-Kamchatskiy,53.0452,158.6483,55.99,100,100,2.24,RU,fog
612,Fallon,39.4735,-118.7774,97.92,10,40,5.75,US,scattered clouds
613,Pimentel,-6.8367,-79.9342,68.29,64,20,18.41,PE,few clouds
614,Nuuk,64.1835,-51.7216,61.41,39,20,5.75,GL,few clouds
615,Mwinilunga,-11.7358,24.4293,63.48,44,70,2.55,ZM,broken clouds
616,San Lorenzo,-25.3333,-57.5333,85.14,48,75,11.5,PY,broken clouds
617,Bafra,41.5678,35.9069,71.82,75,45,2.3,TR,scattered clouds
618,Hambantota,6.1241,81.1185,79.18,78,64,17.05,LK,broken clouds
619,Naryan-Mar,67.6713,53.087,71.4,68,89,6.76,RU,overcast clouds
620,Roald,62.5833,6.1333,55.17,82,40,9.22,NO,scattered clouds
621,Borgarnes,64.5383,-21.9206,53.82,66,60,4.09,IS,broken clouds
622,Rumoi,43.9344,141.6428,63.0,89,100,7.94,JP,overcast clouds
623,Ust-Kulom,61.6864,53.6902,63.18,99,98,3.69,RU,light rain
624,Marsa Matruh,31.3525,27.2453,76.01,58,0,15.7,EG,clear sky
625,Mujiayingzi,42.1167,118.7833,66.83,48,0,7.05,CN,clear sky
626,Vaitape,-16.5167,-151.75,77.27,67,100,25.79,PF,overcast clouds
627,Binabalian,16.4202,119.9279,82.54,80,100,9.24,PH,overcast clouds
628,Ardakan,32.31,54.0175,84.13,15,0,6.73,IR,clear sky
629,Yubari,43.0378,141.9578,63.93,91,98,4.25,JP,overcast clouds
630,Moa,20.6569,-74.9403,86.07,63,13,13.35,CU,few clouds
631,Ciudad Del Maiz,22.4,-99.6,81.88,41,73,14.05,MX,broken clouds
632,Boksitogorsk,59.474,33.8485,59.61,97,95,5.5,RU,light rain
633,Kalabo,-14.97,22.6814,60.55,42,0,5.61,ZM,clear sky
634,Brza Palanka,44.4709,22.444,71.49,43,2,4.99,RS,clear sky
635,Punta,8.9897,125.34,76.64,90,100,3.71,PH,overcast clouds
636,Klyuchi,52.2667,79.1667,61.41,62,67,7.87,RU,broken clouds
637,Merta,26.65,74.0333,85.69,69,73,3.85,IN,broken clouds
638,Callaguip,18.0714,120.4867,80.82,80,100,5.97,PH,overcast clouds
639,Kisanga,-7.4362,37.7034,73.11,64,98,1.88,TZ,overcast clouds
640,Ramhormoz,31.28,49.6035,100.69,9,0,6.26,IR,clear sky
641,Caranavi,-15.8167,-67.55,72.99,67,100,3.2,BO,overcast clouds
642,Lubao,14.9167,120.55,80.31,88,87,1.43,PH,overcast clouds
643,Forio,40.7342,13.8646,80.53,67,0,10.0,IT,clear sky
644,Mukhen,48.1,136.1,66.45,86,100,2.46,RU,overcast clouds
645,Sao Filipe,14.8961,-24.4956,75.78,75,8,13.15,CV,clear sky
646,Biarritz,43.4801,-1.5556,78.21,83,0,4.61,FR,clear sky
647,Najran,17.4924,44.1277,87.4,18,93,5.06,SA,overcast clouds
648,Kupang,-10.1667,123.5833,72.39,77,12,11.27,ID,few clouds
649,San Jeronimo,-11.9472,-75.2829,65.71,32,22,0.96,PE,few clouds
650,Banepa,27.6298,85.5214,68.32,94,40,3.44,NP,scattered clouds
651,Tamandare,-8.7597,-35.1047,76.33,79,5,10.07,BR,clear sky
652,Binzhou,37.3667,118.0167,76.95,81,25,1.63,CN,scattered clouds
653,Biak,-0.9131,122.8766,73.33,93,100,5.03,ID,overcast clouds
654,Maceio,-9.6658,-35.7353,78.24,69,40,10.36,BR,scattered clouds
655,Launceston,-41.45,147.1667,46.04,97,100,8.05,AU,overcast clouds
656,Zhezkazgan,47.8043,67.7144,79.7,24,0,5.01,KZ,clear sky
657,San Jose,37.3394,-121.895,90.25,48,0,6.91,US,clear sky
658,Cagliari,39.245,9.0912,80.92,60,0,3.44,IT,clear sky
659,Cerignola,41.264,15.9005,74.88,39,3,2.51,IT,clear sky
660,Athol,42.5959,-72.2268,83.3,57,40,11.5,US,scattered clouds
661,Bras-Panon,-20.9967,55.6782,67.89,79,80,8.21,RE,light rain
662,Krasnyy Chikoy,50.3643,108.7512,56.39,97,90,3.18,RU,moderate rain
663,Camabatela,-8.1881,15.375,64.26,34,2,1.9,AO,clear sky
664,Mahajanga,-15.7167,46.3167,70.99,67,9,4.29,MG,clear sky
665,Weligama,5.9667,80.4167,76.1,91,56,9.26,LK,broken clouds
666,Daru,-9.0763,143.2092,75.04,80,100,16.82,PG,overcast clouds
667,Fukue,32.6881,128.8419,80.17,92,99,4.27,JP,overcast clouds
668,Broken Hill,-31.95,141.4333,40.05,79,0,5.17,AU,clear sky
669,Atsipopoulon,35.35,24.4333,75.25,59,0,11.03,GR,clear sky
670,Paita,-5.0892,-81.1144,69.42,68,10,19.33,PE,clear sky
671,Irbeyskoye,55.6428,95.4522,51.04,79,96,2.8,RU,overcast clouds
672,Wajima,37.4,136.9,75.58,88,99,16.06,JP,overcast clouds
673,Pokaran,26.9167,71.9167,86.11,60,100,7.07,IN,light rain
674,Carballo,43.213,-8.691,80.29,63,100,2.77,ES,light rain
675,Ponta Delgada,37.7333,-25.6667,70.52,88,75,11.5,PT,broken clouds
676,Lasa,46.6166,10.7002,66.79,74,21,2.73,IT,few clouds
677,Finschhafen,-6.6024,147.8681,77.52,85,100,5.66,PG,moderate rain
678,Whitefish,48.4111,-114.3376,86.11,33,0,9.22,US,clear sky
679,Kahului,20.8947,-156.47,82.42,72,20,23.02,US,few clouds
680,Sidney,-33.8679,151.2073,46.71,80,0,8.05,AU,clear sky
681,Ihtiman,42.4333,23.8167,66.81,63,4,3.87,BG,clear sky
682,Mindelo,16.8901,-24.9804,75.36,75,20,18.61,CV,few clouds
683,Khovu-Aksy,51.1333,93.6,44.11,93,99,1.21,RU,overcast clouds
684,Bereznik,62.8551,42.7072,59.59,91,92,1.77,RU,overcast clouds
